location,source,target,id,fuzzy,context,developer_comments
"src/routes/Features/messages.js","Real-time scans for Malware","Procura por Malware em tempo-real","features.function4",false,"features function 4","features function 4"
"src/routes/Features/messages.js","Removes Crapware","Remove Crapware","features.function5",false,"features function 5","features function 5"
"src/routes/Features/messages.js","Removes Malware","Remove Malware","features.function6",false,"features function 6","features function 6"
"src/routes/Features/messages.js","Ultimate protection against Malware, Spyware and Crapware, for Free","A melhor proteção contra Malware, Spyware e Crapware, de graça","features.title",false,"features title","features title"
"src/routes/Features/messages.js","PROTECTED 24/7","PROTEGIDO 24/7","features.title1",false,"features.title1","features.title1"
"src/routes/Features/messages.js","REMOVES HARMFUL MALWARE","REMOVE MALWARE PERIGOSO","features.title2",false,"features.title2","features.title2"
"src/components/PaymentForm/text.js","Processing...","A processar...","payment.ProcessingButton",false,"payment.ProcessingButton","payment.ProcessingButton"
"src/components/PaymentForm/text.js","By checking this box, I am electronically signing my order, agreeing to the below Subscription and Billing Terms, and agreeing to ByteFence’s {pp} and {terms}.","Ao clicar nesta caixa, eu assino eletronicamente o meu pedido, concordando com os Termos de Subscrição e Faturação dispostos acima, e concordando com a {PP} e {Terms}.","payment.checkbox.text",false,"payment.checkbox.text","payment.checkbox.text"
"src/components/PaymentForm/text.js","By checking this box, I am electronically signing my order, agreeing to ByteVPN {pp}, {terms}, and Subscription and Billing Terms above.","","payment.checkboxTextVPN.text",false,"payment.checkboxTextVPN.text","payment.checkboxTextVPN.text"
"src/components/PaymentForm/text.js","Please enter a valid CPF / CNPJ number","Por favor, insira um número CPF/CNPJ válido","payment.error.cpf",false,"Payment Field cpf Error Message","Payment Field cpf Error Message"
"src/components/PaymentForm/text.js","Please enter a valid street name and number","Por favor, insira uma rua e número válido","payment.error.street",false,"Payment Field cpf street Message","Payment Field cpf street Message"
"src/components/PaymentForm/text.js",Expiration,Validade,"payment.labels.expiry",false,"payment labels - expiry","payment labels - expiry"
"src/components/PaymentForm/text.js","Street name and number","Nom et numéro de la rue","payment.placeholder.Address",false,"payment placeholder - Address","payment placeholder - Address"
"src/components/PaymentForm/text.js","enter your CPF / CNPJ number...","insira o seu número CPF / CNPJ...","payment.placeholder.CPF",false,"payment placeholder - CPF","payment placeholder - CPF"
"src/components/PaymentForm/text.js","enter your credit card number...","Insira o número do seu cartão de crédito...","payment.placeholder.Card",false,"payment placeholder - Card","payment placeholder - Card"
"src/components/PaymentForm/text.js","enter your first name...","insira o seu primeiro nome...","payment.placeholder.FirstName",false,"payment placeholder - FirstName","payment placeholder - FirstName"
"src/components/PaymentForm/text.js","enter your last name...","insira o seu último nome...","payment.placeholder.LastName",false,"payment placeholder - LastName","payment placeholder - LastName"
"src/components/PaymentForm/text.js","enter your ZIP code","insira seu código Postal","payment.placeholder.Zip",false,"payment placeholder - Zip","payment placeholder - Zip"
"src/components/PaymentForm/text.js","enter your email address...","insira o seu endereço e-mail...","payment.placeholder.emailAdd",false,"payment placeholder - Email","payment placeholder - Email"
"src/components/PaymentForm/text.js","Please enter a valid security code","Por favor, insira um código de segurança válido","payment.toolTip.Cvc",false,"payment toolTip - Cvc","payment toolTip - Cvc"
"src/components/PaymentForm/text.js","Please enter a valid expiry date","Por favor, insira uma data de validade válida","payment.toolTip.Expiry",false,"payment toolTip - Expiry","payment toolTip - Expiry"
"src/routes/download/messages.js","Click here to install","Clique aqui para instalar","downloadTYP.arrow",false,"downloadTYP.arrow","downloadTYP.arrow"
"src/routes/download/messages.js","bytefence.com - Byte Technologies LLC. All rights Reserved. All Other trademarks are the property of their respective owners","bytefence.com - Byte Technologies LLC. Todos os direitos reservados. Todas as outras marcas pertencem aos respetivos proprietários.","downloadTYP.disclaimer",false,"downloadTYP.disclaimer","downloadTYP.disclaimer"
"src/routes/download/messages.js","ENJOY AND STAY SAFE!","Desfrute e mantenha-se seguro!","downloadTYP.footer",false,"downloadTYP.footer","downloadTYP.footer"
"src/routes/download/messages.js","try again","","downloadTYP.link",false,"downloadTYP.link","downloadTYP.link"
"src/routes/download/messages.js","FOLLOW THESE EASY STEPS TO INSTALL BYTEFENCE ANTI-MALWARE.","SIGA ESTES PASSOS SIMPLES PARA INSTALAR O BYTEFENCE ANTI-MALWARE","downloadTYP.subHeader",false,"downloadTYP.subHeader","downloadTYP.subHeader"
"src/routes/download/messages.js","If your download does not start automatically, please","","downloadTYP.text",false,"downloadTYP.text","downloadTYP.text"
"src/routes/download/messages.js","You’re almost there!","","downloadTYP.title",false,"downloadTYP.title","downloadTYP.title"
"src/routes/download/steps.js","Click the installer file <br> bytefence-installer.exe <br> on your downloads bar.","Clique no ficheiro do instalador<br/>bytefence-installer.exe<br/>na sua barra de downloads.","downloadTYP.chrome.step1.text",false,"downloadTYP.chrome.step1.text","downloadTYP.chrome.step1.text"
"src/routes/download/steps.js","1. Open the installer","1. Abrir o instalador","downloadTYP.chrome.step1.title",false,"downloadTYP.chrome.step1.title","downloadTYP.chrome.step1.title"
"src/routes/download/steps.js","When Windows asks you, <br> select Run to begin installing.","Quando Windows perguntar,<br/>selecione Executar para iniciar a instalação.","downloadTYP.chrome.step2.text",false,"downloadTYP.chrome.step2.text","downloadTYP.chrome.step2.text"
"src/routes/download/steps.js","2. Run the installer","2. Executar o instalador","downloadTYP.chrome.step2.title",false,"downloadTYP.chrome.step2.title","downloadTYP.chrome.step2.title"
"src/routes/download/steps.js","When the installer opens,<br> click Next > to begin.","Quando o instalador abrir,<br/>clique em Seguinte > para iniciar.","downloadTYP.chrome.step3.text",false,"downloadTYP.chrome.step3.text","downloadTYP.chrome.step3.text"
"src/routes/download/steps.js","3. Install","3. Instalar","downloadTYP.chrome.step3.title",false,"downloadTYP.chrome.step3.title","downloadTYP.chrome.step3.title"
"src/routes/download/steps.js","After ByteFence Anti-Malware <br> is installed, a shortcut will <br> appear on your desktop","No final da instalação do<br/>Bytefence Anti-Malware, um atalho<br/>aparecerá no seu ambiente de trabalho.","downloadTYP.chrome.step4.text",false,"downloadTYP.chrome.step4.text","downloadTYP.chrome.step4.text"
"src/routes/download/steps.js","4. Open","4. Abrir","downloadTYP.chrome.step4.title",false,"downloadTYP.chrome.step4.title","downloadTYP.chrome.step4.title"
"src/routes/download/steps.js","Click on the ""Run"" button in the Edge bottom <br> menu that appeared.","Clique no botão ""Executar"" no menu inferior do Edge que surgiu.","downloadTYP.edge.step1.text",false,"downloadTYP.edge.step1.text","downloadTYP.edge.step1.text"
"src/routes/download/steps.js","1. Open the installer","1. Abrir o instalador","downloadTYP.edge.step1.title",false,"downloadTYP.edge.step1.title","downloadTYP.edge.step1.title"
"src/routes/download/steps.js","When the installer opens, <br> click Next > to begin.","Quando o instalador abrir,<br/>clique em Seguinte > para iniciar.","downloadTYP.edge.step2.text",false,"downloadTYP.edge.step2.text","downloadTYP.edge.step2.text"
"src/routes/download/steps.js","2. Install","","downloadTYP.edge.step2.title",false,"downloadTYP.edge.step2.title","downloadTYP.edge.step2.title"
"src/routes/download/steps.js","After ByteFence Anti-Malware <br> is installed, a shortcut will <br> appear on your desktop","No final da instalação do<br/>Bytefence Anti-Malware, um atalho<br/>aparecerá no seu ambiente de trabalho.","downloadTYP.edge.step3.text",false,"downloadTYP.edge.step3.text","downloadTYP.edge.step3.text"
"src/routes/download/steps.js","3. Open","","downloadTYP.edge.step3.title",false,"downloadTYP.edge.step3.title","downloadTYP.edge.step3.title"
"src/routes/download/steps.js","In the Firefox notification that appeared, <br> choose ""Save File"".","Na notificação Firefox que surgiu, selecione ""Guardar Ficheiro"".","downloadTYP.fireFox.step1.text",false,"downloadTYP.fireFox.step1.text","downloadTYP.fireFox.step1.text"
"src/routes/download/steps.js","1. Open the installer","1. Abrir o instalador","downloadTYP.fireFox.step1.title",false,"downloadTYP.fireFox.step1.title","downloadTYP.fireFox.step1.title"
"src/routes/download/steps.js","On the top right menu, click on the ""down"" <br> arrow, and then click on the file you <br> downloaded.","No menu superior direito, clique na seta ""para baixo"" e depois clique no ficheiro que descarregou.","downloadTYP.fireFox.step2.text",false,"downloadTYP.fireFox.step2.text","downloadTYP.fireFox.step2.text"
"src/routes/download/steps.js","2. Run the installer","2. Executar o instalador","downloadTYP.fireFox.step2.title",false,"downloadTYP.fireFox.step2.title","downloadTYP.fireFox.step2.title"
"src/routes/download/steps.js","When the installer opens, <br> click Next > to begin.","Quando o instalador abrir,<br/>clique em Seguinte > para iniciar.","downloadTYP.fireFox.step3.text",false,"downloadTYP.fireFox.step3.text","downloadTYP.fireFox.step3.text"
"src/routes/download/steps.js","3. Install","3. Instalar","downloadTYP.fireFox.step3.title",false,"downloadTYP.fireFox.step3.title","downloadTYP.fireFox.step3.title"
"src/routes/download/steps.js","After ByteFence Anti-Malware <br> is installed, a shortcut will <br> appear on your desktop","No final da instalação do<br/>Bytefence Anti-Malware, um atalho<br/>aparecerá no seu ambiente de trabalho.","downloadTYP.fireFox.step4.text",false,"downloadTYP.fireFox.step4.text","downloadTYP.fireFox.step4.text"
"src/routes/download/steps.js","4. Open","4. Abrir","downloadTYP.fireFox.step4.title",false,"downloadTYP.fireFox.step4.title","downloadTYP.fireFox.step4.title"
"src/routes/download/steps.js","Click on the ""Run"" button in the IE bottom <br> menu that appeared.","Clique no botão ""Executar"" no menu inferior do IE que surgiu.","downloadTYP.ie.step1.text",false,"downloadTYP.ie.step1.text","downloadTYP.ie.step1.text"
"src/routes/download/steps.js","Open the installer","Abrir o instalador","downloadTYP.ie.step1.title",false,"downloadTYP.ie.step1.title","downloadTYP.ie.step1.title"
"src/routes/download/steps.js","When the installer opens, <br> click Next > to begin.","Quando o instalador abrir,<br/>clique em Seguinte > para iniciar.","downloadTYP.ie.step2.text",false,"downloadTYP.ie.step2.text","downloadTYP.ie.step2.text"
"src/routes/download/steps.js","Confirm Installation","","downloadTYP.ie.step2.title",false,"downloadTYP.ie.step2.title","downloadTYP.ie.step2.title"
"src/routes/download/steps.js","After ByteFence Anti-Malware <br> is installed, a shortcut will <br> appear on your desktop","No final da instalação do<br/>Bytefence Anti-Malware, um atalho<br/>aparecerá no seu ambiente de trabalho.","downloadTYP.ie.step3.text",false,"downloadTYP.ie.step3.text","downloadTYP.ie.step3.text"
"src/routes/download/steps.js","Follow Setup Instructions","","downloadTYP.ie.step3.title",false,"downloadTYP.ie.step3.title","downloadTYP.ie.step3.title"
"src/routes/messages.js","Privacy Policy","Política de Privacidade","general.privacyPolicy",false,"general.privacyPolicy","general.privacyPolicy"
"src/routes/messages.js","Terms of Service","Termos de Utilização","general.termsOfService",false,"general.termsOfService","general.termsOfService"
"src/components/Navigation/messages.js",Buy,Comprar,"navigation.buy",false,"buy link in header","buy link in header"
"src/components/Navigation/messages.js",Download,Transferir,"navigation.download",false,"Download link in header","Download link in header"
"src/components/Navigation/messages.js",Features,Produtos,"navigation.features",false,"Features link in header","Features link in header"
"src/routes/buy/messages.js","Purchase 3 ByteFence Pro licenses at a discount price","Compre 3 licenças ByteFence Pro com desconto no preço","buy.bannerPlanSubTitle",false,"buy bannerPlanSubTitle","buy bannerPlanSubTitle"
"src/routes/buy/messages.js","Keep Your Family and Friends Protected","Mantenha a Sua Família e Amigos Protegidos","buy.bannerPlanTitle",false,"buy bannerPlanTitle","buy bannerPlanTitle"
"src/routes/buy/messages.js","ByteFence Anti-Malware has blocked {blocked} and removed {removed} harmful malware from your computer. Your online privacy protection is important to us.","O ByteFence Anti-Malware bloqueou {blocked} e removeu {removed} malwares prejudiciais do seu computador. A proteção da sua privacidade online é importante para nós.","buy.renewalSubtitle",false,"buy renewalSubtitle","buy renewalSubtitle"
"src/routes/buy/messages.js","We want to Continue Protecting your online Privacy","Queremos Continuar a Proteger a sua Privacidade online","buy.renewalTitle",false,"buy renewalTitle","buy renewalTitle"
"src/routes/buy/messages.js","Select a Plan","Selecionar Plano","buy.selectPlan",false,"buy selectPlan","buy selectPlan"
"src/routes/buy/messages.js","ByteFence Anti-malware’s cutting edge software detects and removes Trojans, Worms, Spyware, Crapware and other high risk malware","O software Anti-malware inovador da ByteFence, deteta e remove Trojans, Worms, Spyware, Crapware e outros tipos de malware de alto risco","buy.subtitle",false,"buy subtitle","buy subtitle"
"src/routes/buy/messages.js","Buy the best defense against malware","Compre a melhor proteção contra malware","buy.title",false,"buy title","buy title"
"src/routes/Home/components/ProductsTable/messages.js","Buy Now","Compre Agora","home.productsTable.buyNow",false,"Home ProductsTable buyNow","Home ProductsTable buyNow"
"src/routes/Home/components/ProductsTable/messages.js","Free Download","Transfira Grátis","home.productsTable.freeDownload",false,"Home ProductsTable freeDownload","Home ProductsTable freeDownload"
"src/routes/Home/components/ProductsTable/messages.js","Learn more","Saber mais","home.productsTable.learnMore",false,"Home ProductsTable learnMore","Home ProductsTable learnMore"
"src/routes/Home/components/ProductsTable/messages.js","Scans for Crapware","Procura por Crapware","home.productsTable.row1",false,"Home ProductsTable row1","Home ProductsTable row1"
"src/routes/Home/components/ProductsTable/messages.js","Scans for Malware","Procura por Malware","home.productsTable.row2",false,"Home ProductsTable row2","Home ProductsTable row2"
"src/routes/Home/components/ProductsTable/messages.js","Real-time scans for Crapware","Procura por Crapware em tempo-real","home.productsTable.row3",false,"Home ProductsTable row3","Home ProductsTable row3"
"src/routes/Home/components/ProductsTable/messages.js","Real-time scans for Malware","Procura por Malware em tempo-real","home.productsTable.row4",false,"Home ProductsTable row4","Home ProductsTable row4"
"src/routes/Home/components/ProductsTable/messages.js","Removes Crapware","Remove Crapware","home.productsTable.row5",false,"Home ProductsTable row5","Home ProductsTable row5"
"src/routes/Home/components/ProductsTable/messages.js","Removes Malware","Remove Malware","home.productsTable.row6",false,"Home ProductsTable row6","Home ProductsTable row6"
"src/routes/Home/components/ProductsTable/messages.js","Download The <b>Product</b> That <b>Fits You</b>","Transfira o <strong>produto</strong> que se <strong>adapta a si</strong>","home.productsTable.title",false,"Home ProductsTable Title","Home ProductsTable Title"
"src/components/Layout/components/CallCenterNavigation/messages.js","brought to you by Byte Technologies","","callCenterLayout.header.text",false,"callCenterLayout.header.text","callCenterLayout.header.text"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js",Copy,"cópia de","bytevpn.success.copy",false,"bytevpn.success.copy","bytevpn.success.copy"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js",Copied!,Copiado!,"bytevpn.success.copySuccess",false,"bytevpn.success.copySuccess","bytevpn.success.copySuccess"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Download now","Tranferir agora","bytevpn.success.download",false,"bytevpn.success.download","bytevpn.success.download"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Please check your e-mail, we sent you an e-mail with the username and password to the following mail:","","bytevpn.success.emailField",false,"bytevpn.success.emailField","bytevpn.success.emailField"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","If you don't have ByteVPN software installed, please download and install","","bytevpn.success.guideStep1",false,"bytevpn.success.guideStep1","bytevpn.success.guideStep1"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Open the ByteVPN software","","bytevpn.success.guideStep2",false,"bytevpn.success.guideStep2","bytevpn.success.guideStep2"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Enter your username and password into the dedicated fields","","bytevpn.success.guideStep3",false,"bytevpn.success.guideStep3","bytevpn.success.guideStep3"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Press on the “Log In” button","","bytevpn.success.guideStep4",false,"bytevpn.success.guideStep4","bytevpn.success.guideStep4"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","ByteVPN Login Guide","","bytevpn.success.guideTitle",false,"bytevpn.success.guideTitle","bytevpn.success.guideTitle"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Congratulations!<br />You have Successfully Purchased <br />ByteVPN","","bytevpn.success.heading",false,"bytevpn.success.heading","bytevpn.success.heading"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Username: <b>{userName}</b><br/>Password: <b>{password}</b>","","bytevpn.success.modalBody",false,"bytevpn.success.modalBody","bytevpn.success.modalBody"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Please make sure you copied your credentials","","bytevpn.success.modalTitle",false,"bytevpn.success.modalTitle","bytevpn.success.modalTitle"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Please note, you will also receive an online receipt to your e-mail","Por favor, relembre-se de que também receberá um recibo online no seu e-mail","bytevpn.success.note",false,"bytevpn.success.note","bytevpn.success.note"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js",OK,OK,"bytevpn.success.ok",false,"bytevpn.success.ok","bytevpn.success.ok"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Your password is","","bytevpn.success.passwordField",false,"bytevpn.success.passwordField","bytevpn.success.passwordField"
"src/routes/ByteVPNSuccess/components/RegularPage/messages.js","Your username is","","bytevpn.success.usernameField",false,"bytevpn.success.usernameField","bytevpn.success.usernameField"
"src/routes/messages.js","1 Month","1 Mês","1m.vpnSuccessPage.periodTitle",false,"1m.vpnSuccessPage.periodTitle","1m.vpnSuccessPage.periodTitle"
"src/routes/messages.js","1 Year","1 Ano","1y.vpnSuccessPage.periodTitle",false,"1y.vpnSuccessPage.periodTitle","1y.vpnSuccessPage.periodTitle"
"src/routes/messages.js","2 Years","2 Anos","2y.vpnSuccessPage.periodTitle",false,"2y.vpnSuccessPage.periodTitle","2y.vpnSuccessPage.periodTitle"
"src/components/CallCenterSuccessPage/messages.js","If you have any problems or questions, feel free to call the ByteVPN Activation Team at","","successPage.callcenter.activationTip",false,"successPage.callcenter.activationTip","successPage.callcenter.activationTip"
"src/components/CallCenterSuccessPage/messages.js","If you have any problems or questions, feel free to call the ByteFence Activation Team at","","successPage.callcenter.activationTipByteFence",false,"successPage.callcenter.activationTipByteFence","successPage.callcenter.activationTipByteFence"
"src/components/CallCenterSuccessPage/messages.js","Activate <span>ByteVPN</span> utility by calling:","","successPage.callcenter.card1Description",false,"successPage.callcenter.card1Description","successPage.callcenter.card1Description"
"src/components/CallCenterSuccessPage/messages.js","Call us 24/7 with any questions toll free","","successPage.callcenter.card1Description2",false,"successPage.callcenter.card1Description2","successPage.callcenter.card1Description2"
"src/components/CallCenterSuccessPage/messages.js","Activate <span>ByteFence</span> utility by calling:","","successPage.callcenter.card1DescriptionByteFence",false,"successPage.callcenter.card1DescriptionByteFence","successPage.callcenter.card1DescriptionByteFence"
"src/components/CallCenterSuccessPage/messages.js","Option 01","","successPage.callcenter.card1Title",false,"successPage.callcenter.card1Title","successPage.callcenter.card1Title"
"src/components/CallCenterSuccessPage/messages.js","Activate <span>ByteVPN</span> Manually:","","successPage.callcenter.card2Description",false,"successPage.callcenter.card2Description","successPage.callcenter.card2Description"
"src/components/CallCenterSuccessPage/messages.js","If you choose not to use the phone activation service at <br /><span>{phoneNumber}</span>, you may open ByteVPN and enter your username and password into the login window.","","successPage.callcenter.card2Description2",false,"successPage.callcenter.card2Description2","successPage.callcenter.card2Description2"
"src/components/CallCenterSuccessPage/messages.js","If you choose not to use the phone activation service at <br /><span>{phoneNumber}</span>, you may open ByteFence and enter your registration key into the “Activate Now” window.","","successPage.callcenter.card2Description2ByteFence",false,"successPage.callcenter.card2Description2ByteFence","successPage.callcenter.card2Description2ByteFence"
"src/components/CallCenterSuccessPage/messages.js","Activate <span>ByteFence</span> Manually:","","successPage.callcenter.card2DescriptionByteFence",false,"successPage.callcenter.card2DescriptionByteFence","successPage.callcenter.card2DescriptionByteFence"
"src/components/CallCenterSuccessPage/messages.js","Option 02","","successPage.callcenter.card2Title",false,"successPage.callcenter.card2Title","successPage.callcenter.card2Title"
"src/components/CallCenterSuccessPage/messages.js","You can activate your ByteVPN® application in one of two ways:","","successPage.callcenter.column1Title",false,"successPage.callcenter.column1Title","successPage.callcenter.column1Title"
"src/components/CallCenterSuccessPage/messages.js","You can activate your ByteFence® application in one of two ways:","","successPage.callcenter.column1TitleByteFence",false,"successPage.callcenter.column1TitleByteFence","successPage.callcenter.column1TitleByteFence"
"src/components/CallCenterSuccessPage/messages.js","License Details:","","successPage.callcenter.column2Title",false,"successPage.callcenter.column2Title","successPage.callcenter.column2Title"
"src/components/CallCenterSuccessPage/messages.js",Copy,"cópia de","successPage.callcenter.copy",false,"successPage.callcenter.copy","successPage.callcenter.copy"
"src/components/CallCenterSuccessPage/messages.js",Copied!,Copiado!,"successPage.callcenter.copySuccess",false,"successPage.callcenter.copySuccess","successPage.callcenter.copySuccess"
"src/components/CallCenterSuccessPage/messages.js","Licensed To:","","successPage.callcenter.emailTitle",false,"successPage.callcenter.emailTitle","successPage.callcenter.emailTitle"
"src/components/CallCenterSuccessPage/messages.js","Thank you for purchasing ByteVPN","","successPage.callcenter.heading",false,"successPage.callcenter.heading","successPage.callcenter.heading"
"src/components/CallCenterSuccessPage/messages.js","Thank you for purchasing ByteFence Anti-Malware Pro","","successPage.callcenter.headingByteFence",false,"successPage.callcenter.headingByteFence","successPage.callcenter.headingByteFence"
"src/components/CallCenterSuccessPage/messages.js","part of the Byte Technologies Suite of Malware detection and removal Tools","","successPage.callcenter.headingSecondaryByteFence",false,"successPage.callcenter.headingSecondaryByteFence","successPage.callcenter.headingSecondaryByteFence"
"src/components/CallCenterSuccessPage/messages.js","Registration Key:","","successPage.callcenter.keyTitle",false,"successPage.callcenter.keyTitle","successPage.callcenter.keyTitle"
"src/components/CallCenterSuccessPage/messages.js","Important! You must login to ByteVPN in order to use the application.","","successPage.callcenter.note",false,"successPage.callcenter.note","successPage.callcenter.note"
"src/components/CallCenterSuccessPage/messages.js","Important! You must activate the ByteFence application to use the program.","","successPage.callcenter.noteByteFence",false,"successPage.callcenter.noteByteFence","successPage.callcenter.noteByteFence"
"src/components/CallCenterSuccessPage/messages.js",Password:,"","successPage.callcenter.passwordTitle",false,"successPage.callcenter.passwordTitle","successPage.callcenter.passwordTitle"
"src/components/CallCenterSuccessPage/messages.js",ByteVPN,"","successPage.callcenter.product",false,"successPage.callcenter.product","successPage.callcenter.product"
"src/components/CallCenterSuccessPage/messages.js","Compatible with both PC and mobile","","successPage.callcenter.productAdvantage1",false,"successPage.callcenter.productAdvantage1","successPage.callcenter.productAdvantage1"
"src/components/CallCenterSuccessPage/messages.js","Works Amazingly Alongside Every Other AV Software","Funciona em paralelo com qualquer software antivírus","successPage.callcenter.productAdvantage1ByteFence",false,"successPage.callcenter.productAdvantage1ByteFence","successPage.callcenter.productAdvantage1ByteFence"
"src/components/CallCenterSuccessPage/messages.js","Efficiently protects your privacy","","successPage.callcenter.productAdvantage2",false,"successPage.callcenter.productAdvantage2","successPage.callcenter.productAdvantage2"
"src/components/CallCenterSuccessPage/messages.js","Reliable Protection for Your Daily Use and Work","Proteção confiável para uso pessoal e profissional","successPage.callcenter.productAdvantage2ByteFence",false,"successPage.callcenter.productAdvantage2ByteFence","successPage.callcenter.productAdvantage2ByteFence"
"src/components/CallCenterSuccessPage/messages.js","Secures your online activity from end to end","","successPage.callcenter.productAdvantage3",false,"successPage.callcenter.productAdvantage3","successPage.callcenter.productAdvantage3"
"src/components/CallCenterSuccessPage/messages.js","The Best Defense Against Unwanted Adware","A melhor proteção contra Adware indesejado","successPage.callcenter.productAdvantage3ByteFence",false,"successPage.callcenter.productAdvantage3ByteFence","successPage.callcenter.productAdvantage3ByteFence"
"src/components/CallCenterSuccessPage/messages.js","Learn more about ByteVPN","","successPage.callcenter.productAdvantagesTitle",false,"successPage.callcenter.productAdvantagesTitle","successPage.callcenter.productAdvantagesTitle"
"src/components/CallCenterSuccessPage/messages.js","Learn more about ByteFence Anti-Malware","","successPage.callcenter.productAdvantagesTitleByteFence",false,"successPage.callcenter.productAdvantagesTitleByteFence","successPage.callcenter.productAdvantagesTitleByteFence"
"src/components/CallCenterSuccessPage/messages.js",ByteFence,"","successPage.callcenter.productByteFence",false,"successPage.callcenter.productByteFence","successPage.callcenter.productByteFence"
"src/components/CallCenterSuccessPage/messages.js","User name:","","successPage.callcenter.userNameTitle",false,"successPage.callcenter.userNameTitle","successPage.callcenter.userNameTitle"
"src/routes/messages.js","1 Computer, 1 Month","","1m.byteFenceSuccessPage.periodTitle",false,"1m.byteFenceSuccessPage.periodTitle","1m.byteFenceSuccessPage.periodTitle"
"src/routes/messages.js","1 Computer, 1 Year","","1y.byteFenceSuccessPage.periodTitle",false,"1y.byteFenceSuccessPage.periodTitle","1y.byteFenceSuccessPage.periodTitle"
"src/routes/messages.js","3 Computers, 1 Year","","1y3.byteFenceSuccessPage.periodTitle",false,"1y3.byteFenceSuccessPage.periodTitle","1y3.byteFenceSuccessPage.periodTitle"
"src/routes/messages.js","1 Computer, 2 Years","","2y.byteFenceSuccessPage.periodTitle",false,"2y.byteFenceSuccessPage.periodTitle","2y.byteFenceSuccessPage.periodTitle"
"src/routes/messages.js","1 Computer, 3 Years","","3y.byteFenceSuccessPage.periodTitle",false,"3y.byteFenceSuccessPage.periodTitle","3y.byteFenceSuccessPage.periodTitle"
"src/routes/messages.js","1 Computer, 6 Months","","6m.byteFenceSuccessPage.periodTitle",false,"6m.byteFenceSuccessPage.periodTitle","6m.byteFenceSuccessPage.periodTitle"
"src/routes/Success/components/RegularPage/messages.js",Copy,"cópia de","bytefence.success.copy",false,"bytefence.success.copy","bytefence.success.copy"
"src/routes/Success/components/RegularPage/messages.js",Copied!,Copiado!,"bytefence.success.copySuccess",false,"bytefence.success.copySuccess","bytefence.success.copySuccess"
"src/routes/Success/components/RegularPage/messages.js","Download now","Tranferir agora","bytefence.success.download",false,"bytefence.success.download","bytefence.success.download"
"src/routes/Success/components/RegularPage/messages.js","Please check your e-mail, we sent you an e-mail with the license key to the following email: <b>{email}</b>","","bytefence.success.emailField",false,"bytefence.success.emailField","bytefence.success.emailField"
"src/routes/Success/components/RegularPage/messages.js","If you don't have ByteFence Anti-Malware Program installed, please download and install","Caso não possua o programa ByteFence Anti-Malware instalado, por favor descarregue e instale","bytefence.success.guideStep1",false,"bytefence.success.guideStep1","bytefence.success.guideStep1"
"src/routes/Success/components/RegularPage/messages.js","Open the ByteFence Anti-Malware Program","Aceda ao Programa ByteFence Anti-Malware","bytefence.success.guideStep2",false,"bytefence.success.guideStep2","bytefence.success.guideStep2"
"src/routes/Success/components/RegularPage/messages.js","Press the ACTIVATE link on the top right corner","Clique no link ATIVAR no canto superior direito","bytefence.success.guideStep3",false,"bytefence.success.guideStep3","bytefence.success.guideStep3"
"src/routes/Success/components/RegularPage/messages.js","Enter your license key into the activation box","Introduza a sua chave de licença no campo de ativação","bytefence.success.guideStep4",false,"bytefence.success.guideStep4","bytefence.success.guideStep4"
"src/routes/Success/components/RegularPage/messages.js","Please note: Your key is not 1111-2222-3333-4444. Enter the key into the ByteFence Program and not into this webpage","Por favor, relembre-se: A sua chave não é 1111-2222-3333-4444. Introduza a chave no Programa ByteFence e não nesta página web","bytefence.success.guideStep5",false,"bytefence.success.guideStep4","bytefence.success.guideStep4"
"src/routes/Success/components/RegularPage/messages.js","Press the Activate button","Clique no botão ""Ativar""","bytefence.success.guideStep6",false,"bytefence.success.guideStep6","bytefence.success.guideStep6"
"src/routes/Success/components/RegularPage/messages.js","ByteFence Anti-Malware Pro Activation Guide:","Guia de Ativação do ByteFence Anti-Malware Pro:","bytefence.success.guideTitle",false,"bytefence.success.guideTitle","bytefence.success.guideTitle"
"src/routes/Success/components/RegularPage/messages.js","Congratulations!<br/>You have Successfully Purchased<br/>ByteFence Anti-Malware Pro","","bytefence.success.heading",false,"bytefence.success.heading","bytefence.success.heading"
"src/routes/Success/components/RegularPage/messages.js","Your license key is","A sua chave de licença é","bytefence.success.licenceField",false,"bytefence.success.licenceField","bytefence.success.licenceField"
